N,decode,gop,inf_per_s_per_stream,skip,decoded_per_s,offered_per_s,hold_pct,pre_ms,queue_ms,gpu_ms,total_ms,nvdec_pct,sm_pct,vram_mb,plates,bottleneck
75,key30,30,0.3333,3,71.0,75.0,94.7,1.35,0.46,1.97,3.78,20,4,0,679,mixed/ramp
75,key30,30,0.2500,4,72.3,75.0,96.4,1.13,1.09,1.96,4.18,21,3,0,442,none(offered-bound)
75,key30,30,0.1667,6,71.0,75.0,94.7,0.97,0.53,1.97,3.47,22,2,0,346,mixed/ramp
75,key30,30,0.1250,8,71.4,75.0,95.2,1.06,0.65,2.05,3.76,19,2,0,342,none(offered-bound)
75,key30,30,0.0833,12,72.2,75.0,96.3,1.20,0.41,2.05,3.66,24,2,0,149,none(offered-bound)
75,key30,30,0.0667,15,71.0,75.0,94.7,1.94,0.22,2.01,4.17,18,1,0,118,mixed/ramp
100,key30,30,1.0000,1,78.7,100.0,78.7,5.26,6.13,2.10,13.49,26,16,0,3364,VRAM-OOM
100,key30,30,0.5000,2,81.4,100.0,81.4,4.52,10.27,2.01,16.80,27,8,0,1022,VRAM-OOM
100,key30,30,0.3333,3,84.5,100.0,84.5,5.65,10.15,2.00,17.80,23,5,0,646,VRAM-OOM
100,key30,30,0.2500,4,84.4,100.0,84.4,4.42,4.89,2.03,11.34,26,4,0,718,VRAM-OOM
100,key30,30,0.1667,6,49.5,100.0,49.5,4.81,3.44,2.07,10.32,20,2,0,484,VRAM-OOM
100,key30,30,0.1250,8,85.2,100.0,85.2,4.09,3.19,1.97,9.25,23,2,7818,238,VRAM-OOM
100,key30,30,0.0833,12,54.8,100.0,54.8,3.87,3.62,2.14,9.63,24,2,0,305,VRAM-OOM
100,key30,30,0.0667,15,54.6,100.0,54.6,4.73,2.33,2.04,9.10,23,1,0,136,VRAM-OOM
1,key60,60,0.5000,1,0.5,0.5,100.0,0.08,0.03,2.11,2.22,0,0,0,14,none(offered-bound)
1,key60,60,0.2500,2,0.5,0.5,100.0,0.09,0.02,2.17,2.28,0,0,0,7,none(offered-bound)
1,key60,60,0.1667,3,0.5,0.5,100.0,0.09,0.02,2.16,2.27,0,0,0,2,none(offered-bound)
1,key60,60,0.1250,4,0.5,0.5,100.0,0.10,0.02,2.48,2.60,0,0,0,4,none(offered-bound)
1,key60,60,0.0833,6,0.5,0.5,100.0,0.11,0.02,2.77,2.90,0,0,0,4,none(offered-bound)
1,key60,60,0.0625,8,0.5,0.5,100.0,0.14,0.03,2.70,2.87,0,0,0,1,none(offered-bound)
4,key60,60,0.5000,1,1.9,2.0,95.0,0.07,0.02,1.97,2.06,0,0,0,44,none(offered-bound)
4,key60,60,0.2500,2,1.8,2.0,90.0,0.07,0.02,2.03,2.12,0,0,0,27,mixed/ramp
4,key60,60,0.1667,3,1.9,2.0,95.0,0.08,0.02,2.18,2.28,0,0,0,23,none(offered-bound)
4,key60,60,0.1250,4,1.8,2.0,90.0,0.08,0.02,2.08,2.18,0,0,0,11,mixed/ramp
4,key60,60,0.0833,6,1.9,2.0,95.0,0.08,0.02,2.10,2.20,0,0,0,7,none(offered-bound)
4,key60,60,0.0625,8,1.8,2.0,90.0,0.09,0.02,2.24,2.35,0,0,0,6,mixed/ramp
8,key60,60,0.5000,1,3.7,4.0,92.5,0.07,0.02,1.91,2.00,0,0,0,80,mixed/ramp
8,key60,60,0.2500,2,3.7,4.0,92.5,0.07,0.02,1.96,2.05,3,0,0,41,mixed/ramp
8,key60,60,0.1667,3,3.6,4.0,90.0,0.07,0.02,2.08,2.17,2,0,0,50,mixed/ramp
8,key60,60,0.1250,4,3.6,4.0,90.0,0.07,0.02,2.05,2.14,3,0,0,25,mixed/ramp
8,key60,60,0.0833,6,3.7,4.0,92.5,0.08,0.02,2.09,2.19,0,0,0,15,mixed/ramp
8,key60,60,0.0625,8,3.6,4.0,90.0,0.08,0.02,2.08,2.18,0,0,0,12,mixed/ramp
16,key60,60,0.5000,1,7.2,8.0,90.0,0.06,0.01,1.97,2.04,3,1,0,285,mixed/ramp
16,key60,60,0.2500,2,7.4,8.0,92.5,0.07,0.02,1.94,2.03,2,0,0,88,mixed/ramp
16,key60,60,0.1667,3,7.3,8.0,91.2,0.07,0.02,1.95,2.04,0,0,0,65,mixed/ramp
16,key60,60,0.1250,4,7.2,8.0,90.0,0.07,0.02,2.09,2.18,2,0,0,75,mixed/ramp
16,key60,60,0.0833,6,7.4,8.0,92.5,0.07,0.02,2.04,2.13,3,0,0,31,mixed/ramp
16,key60,60,0.0625,8,7.3,8.0,91.2,0.07,0.02,1.95,2.04,0,0,0,17,mixed/ramp
32,key60,60,0.5000,1,14.5,16.0,90.6,0.06,0.02,2.01,2.09,3,2,0,640,mixed/ramp
32,key60,60,0.2500,2,14.5,16.0,90.6,0.06,0.02,1.92,2.00,3,1,0,184,mixed/ramp
32,key60,60,0.1667,3,14.8,16.0,92.5,0.07,0.02,1.93,2.02,5,1,0,114,mixed/ramp
32,key60,60,0.1250,4,14.5,16.0,90.6,0.07,0.02,1.98,2.07,5,0,0,116,mixed/ramp
32,key60,60,0.0833,6,14.5,16.0,90.6,0.07,0.03,2.05,2.15,5,0,0,79,mixed/ramp
32,key60,60,0.0625,8,14.8,16.0,92.5,0.07,0.02,2.00,2.09,6,0,0,42,mixed/ramp
50,key60,60,0.5000,1,22.7,25.0,90.8,0.06,0.02,1.91,1.99,7,4,0,689,mixed/ramp
50,key60,60,0.2500,2,22.7,25.0,90.8,0.06,0.02,2.00,2.08,8,2,0,437,mixed/ramp
50,key60,60,0.1667,3,23.1,25.0,92.4,0.07,0.02,1.94,2.03,8,2,0,195,mixed/ramp
50,key60,60,0.1250,4,22.7,25.0,90.8,0.07,0.02,1.90,1.99,5,1,0,123,mixed/ramp
50,key60,60,0.0833,6,22.7,25.0,90.8,0.07,0.02,2.10,2.19,6,0,0,166,mixed/ramp
50,key60,60,0.0625,8,22.7,25.0,90.8,0.07,0.03,2.00,2.10,3,0,0,65,mixed/ramp
75,key60,60,0.5000,1,34.5,37.5,92.0,0.06,0.04,1.90,2.00,8,5,0,806,mixed/ramp
75,key60,60,0.2500,2,34.0,37.5,90.7,0.07,0.03,2.00,2.10,8,2,0,639,mixed/ramp
75,key60,60,0.1667,3,34.0,37.5,90.7,0.07,0.05,1.99,2.11,10,2,0,370,mixed/ramp
75,key60,60,0.1250,4,34.5,37.5,92.0,0.07,0.02,1.95,2.04,12,2,0,208,mixed/ramp
75,key60,60,0.0833,6,33.9,37.5,90.4,0.07,0.02,1.96,2.05,10,1,0,168,mixed/ramp
75,key60,60,0.0625,8,34.0,37.5,90.7,0.07,0.02,2.09,2.18,11,1,0,163,mixed/ramp
100,key60,60,0.5000,1,40.7,50.0,81.4,0.10,0.11,1.95,2.16,9,6,0,987,VRAM-OOM
100,key60,60,0.2500,2,40.5,50.0,81.0,0.09,0.11,1.91,2.11,11,3,0,460,VRAM-OOM
100,key60,60,0.1667,3,25.2,50.0,50.4,0.14,0.11,2.08,2.33,12,3,0,600,VRAM-OOM
100,key60,60,0.1250,4,25.9,50.0,51.8,0.07,0.03,1.95,2.05,11,2,7832,268,VRAM-OOM
100,key60,60,0.0833,6,25.6,50.0,51.2,0.08,0.06,2.08,2.22,13,2,0,277,VRAM-OOM
100,key60,60,0.0625,8,25.7,50.0,51.4,0.37,0.05,2.01,2.43,12,2,0,123,VRAM-OOM
1,key150,150,0.2000,1,0.2,0.2,100.0,0.09,0.02,2.20,2.31,0,1,0,4,none(offered-bound)
1,key150,150,0.1000,2,0.2,0.2,100.0,0.11,0.02,2.58,2.71,0,1,0,3,none(offered-bound)
1,key150,150,0.0667,3,0.2,0.2,100.0,0.14,0.02,2.70,2.86,0,0,0,1,none(offered-bound)
1,key150,150,0.0500,4,0.2,0.2,100.0,0.15,0.03,3.10,3.28,0,0,1607,1,none(offered-bound)
4,key150,150,0.2000,1,0.7,0.8,87.5,0.07,0.02,2.08,2.17,0,0,0,24,mixed/ramp
4,key150,150,0.1000,2,0.7,0.8,87.5,0.08,0.02,2.13,2.23,0,0,0,10,mixed/ramp
4,key150,150,0.0667,3,0.7,0.8,87.5,0.08,0.07,2.14,2.29,0,1,0,6,mixed/ramp
4,key150,150,0.0500,4,0.7,0.8,87.5,0.09,0.02,2.23,2.34,0,0,0,6,mixed/ramp
8,key150,150,0.2000,1,1.3,1.6,81.2,0.07,0.02,2.04,2.13,0,0,0,40,mixed/ramp
8,key150,150,0.1000,2,1.3,1.6,81.2,0.07,0.02,2.01,2.10,0,0,2102,17,mixed/ramp
8,key150,150,0.0667,3,1.3,1.6,81.2,0.08,0.02,2.18,2.28,0,0,0,16,mixed/ramp
8,key150,150,0.0500,4,1.3,1.6,81.2,0.08,0.02,2.18,2.28,0,0,0,10,mixed/ramp
16,key150,150,0.2000,1,2.6,3.2,81.2,0.07,0.02,1.93,2.02,0,0,0,65,mixed/ramp
16,key150,150,0.1000,2,2.6,3.2,81.2,0.07,0.02,2.08,2.17,0,0,0,48,mixed/ramp
16,key150,150,0.0667,3,2.7,3.2,84.4,0.07,0.02,2.06,2.15,0,0,0,26,mixed/ramp
16,key150,150,0.0500,4,2.6,3.2,81.2,0.08,0.02,2.04,2.14,0,0,0,16,mixed/ramp
32,key150,150,0.2000,1,5.1,6.4,79.7,0.07,0.02,2.02,2.11,2,1,0,192,mixed/ramp
32,key150,150,0.1000,2,5.2,6.4,81.2,0.07,0.02,2.04,2.13,3,0,0,80,mixed/ramp
32,key150,150,0.0667,3,5.1,6.4,79.7,0.07,0.02,2.02,2.11,0,0,0,43,mixed/ramp
32,key150,150,0.0500,4,5.1,6.4,79.7,0.07,0.02,2.20,2.29,2,0,0,55,mixed/ramp
50,key150,150,0.2000,1,8.1,10.0,81.0,0.07,0.02,1.98,2.07,3,1,0,250,mixed/ramp
50,key150,150,0.1000,2,8.0,10.0,80.0,0.07,0.03,1.95,2.05,3,2,0,100,mixed/ramp
50,key150,150,0.0667,3,8.0,10.0,80.0,0.07,0.02,2.14,2.23,3,0,0,117,mixed/ramp
50,key150,150,0.0500,4,8.1,10.0,81.0,0.07,0.02,2.06,2.15,3,0,0,65,mixed/ramp
75,key150,150,0.2000,1,12.0,15.0,80.0,0.23,0.17,1.92,2.32,5,1,0,281,mixed/ramp
75,key150,150,0.1000,2,12.0,15.0,80.0,0.31,0.02,2.12,2.45,5,2,0,264,mixed/ramp
75,key150,150,0.0667,3,12.2,15.0,81.3,0.28,0.23,2.07,2.58,5,0,6861,138,mixed/ramp
75,key150,150,0.0500,4,12.0,15.0,80.0,0.45,0.02,1.98,2.45,5,1,0,67,mixed/ramp
100,key150,150,0.2000,1,14.3,20.0,71.5,0.49,0.38,2.17,3.04,4,2,0,615,VRAM-OOM
100,key150,150,0.1000,2,10.1,20.0,50.5,0.76,0.11,2.05,2.92,6,2,7831,252,VRAM-OOM
100,key150,150,0.0667,3,10.0,20.0,50.0,0.60,0.45,2.17,3.22,6,0,0,192,VRAM-OOM
100,key150,150,0.0500,4,10.1,20.0,50.5,0.58,0.03,2.10,2.71,8,1,0,121,VRAM-OOM
