N,decode,gop,inf_per_s_per_stream,skip,decoded_per_s,offered_per_s,hold_pct,pre_ms,queue_ms,gpu_ms,total_ms,nvdec_pct,sm_pct,vram_mb,plates,bottleneck
50,key30,30,0.0833,12,47.6,50.0,95.2,0.06,0.02,2.09,2.17,8,0,0,154,none(offered-bound)
50,key30,30,0.0667,15,47.8,50.0,95.6,0.06,0.02,2.07,2.15,10,0,0,74,none(offered-bound)
75,key30,30,1.0000,1,71.3,75.0,95.1,0.99,0.65,1.90,3.54,14,13,0,1549,none(offered-bound)
75,key30,30,0.5000,2,71.0,75.0,94.7,0.12,0.12,2.04,2.28,14,6,0,1477,mixed/ramp
75,key30,30,0.3333,3,71.3,75.0,95.1,0.72,0.38,2.00,3.10,15,3,0,692,none(offered-bound)
75,key30,30,0.2500,4,72.2,75.0,96.3,0.32,0.14,1.94,2.40,13,3,0,437,none(offered-bound)
75,key30,30,0.1667,6,71.0,75.0,94.7,0.10,0.03,1.94,2.07,15,2,0,349,mixed/ramp
75,key30,30,0.1250,8,71.4,75.0,95.2,0.31,0.05,2.06,2.42,13,2,0,352,none(offered-bound)
75,key30,30,0.0833,12,72.2,75.0,96.3,0.54,0.05,2.01,2.60,14,2,0,143,none(offered-bound)
75,key30,30,0.0667,15,71.0,75.0,94.7,0.06,0.03,1.99,2.08,12,0,0,114,mixed/ramp
100,key30,30,1.0000,1,94.6,100.0,94.6,1.59,0.98,2.07,4.64,17,15,0,3952,mixed/ramp
100,key30,30,0.5000,2,94.7,100.0,94.7,1.70,1.34,1.96,5.00,18,8,0,1212,mixed/ramp
100,key30,30,0.3333,3,96.3,100.0,96.3,1.27,1.66,1.98,4.91,18,5,0,789,none(offered-bound)
100,key30,30,0.2500,4,94.6,100.0,94.6,1.96,1.44,2.01,5.41,15,3,0,758,mixed/ramp
100,key30,30,0.1667,6,94.6,100.0,94.6,1.84,0.76,2.06,4.66,19,3,0,579,mixed/ramp
100,key30,30,0.1250,8,96.4,100.0,96.4,1.86,0.75,1.98,4.59,17,2,0,272,none(offered-bound)
100,key30,30,0.0833,12,94.7,100.0,94.7,1.32,1.51,2.01,4.84,17,2,0,220,mixed/ramp
100,key30,30,0.0667,15,95.1,100.0,95.1,1.50,0.39,2.20,4.09,19,2,0,268,none(offered-bound)
1,key60,60,0.5000,1,0.5,0.5,100.0,0.07,0.02,2.15,2.24,0,0,0,16,none(offered-bound)
1,key60,60,0.2500,2,0.5,0.5,100.0,0.07,0.02,2.26,2.35,0,0,0,6,none(offered-bound)
1,key60,60,0.1667,3,0.5,0.5,100.0,0.08,0.02,2.10,2.20,0,0,0,2,none(offered-bound)
1,key60,60,0.1250,4,0.5,0.5,100.0,0.09,0.02,2.43,2.54,0,0,0,4,none(offered-bound)
1,key60,60,0.0833,6,0.5,0.5,100.0,0.11,0.02,2.73,2.86,0,0,0,4,none(offered-bound)
1,key60,60,0.0625,8,0.5,0.5,100.0,0.13,0.02,2.71,2.86,0,0,0,1,none(offered-bound)
4,key60,60,0.5000,1,1.9,2.0,95.0,0.05,0.02,1.99,2.06,0,0,0,49,none(offered-bound)
4,key60,60,0.2500,2,1.8,2.0,90.0,0.06,0.02,2.07,2.15,0,0,0,28,mixed/ramp
4,key60,60,0.1667,3,1.9,2.0,95.0,0.06,0.02,2.17,2.25,0,0,0,22,none(offered-bound)
4,key60,60,0.1250,4,1.9,2.0,95.0,0.07,0.02,2.09,2.18,0,0,0,11,none(offered-bound)
4,key60,60,0.0833,6,1.8,2.0,90.0,0.07,0.02,2.09,2.18,0,0,0,5,mixed/ramp
4,key60,60,0.0625,8,1.9,2.0,95.0,0.08,0.03,2.33,2.44,0,0,0,5,none(offered-bound)
8,key60,60,0.5000,1,3.6,4.0,90.0,0.05,0.02,1.93,2.00,0,0,0,88,mixed/ramp
8,key60,60,0.2500,2,3.7,4.0,92.5,0.06,0.02,1.96,2.04,2,0,0,45,mixed/ramp
8,key60,60,0.1667,3,3.6,4.0,90.0,0.06,0.02,2.10,2.18,0,0,0,51,mixed/ramp
8,key60,60,0.1250,4,3.6,4.0,90.0,0.06,0.02,2.11,2.19,0,0,0,29,mixed/ramp
8,key60,60,0.0833,6,3.7,4.0,92.5,0.06,0.02,2.12,2.20,0,0,0,17,mixed/ramp
8,key60,60,0.0625,8,3.7,4.0,92.5,0.06,0.02,2.19,2.27,0,0,0,14,mixed/ramp
16,key60,60,0.5000,1,7.3,8.0,91.2,0.05,0.02,1.99,2.06,0,0,0,272,mixed/ramp
16,key60,60,0.2500,2,7.4,8.0,92.5,0.05,0.02,1.98,2.05,2,0,0,97,mixed/ramp
16,key60,60,0.1667,3,7.3,8.0,91.2,0.05,0.02,1.96,2.03,2,0,0,67,mixed/ramp
16,key60,60,0.1250,4,7.2,8.0,90.0,0.06,0.02,2.11,2.19,2,0,0,68,mixed/ramp
16,key60,60,0.0833,6,7.4,8.0,92.5,0.06,0.02,2.07,2.15,2,0,0,31,mixed/ramp
16,key60,60,0.0625,8,7.3,8.0,91.2,0.06,0.02,1.98,2.06,2,0,0,18,mixed/ramp
32,key60,60,0.5000,1,14.5,16.0,90.6,0.05,0.02,2.01,2.08,3,3,0,610,mixed/ramp
32,key60,60,0.2500,2,14.5,16.0,90.6,0.05,0.02,1.96,2.03,4,2,0,205,mixed/ramp
32,key60,60,0.1667,3,14.8,16.0,92.5,0.05,0.02,1.95,2.02,3,1,0,125,mixed/ramp
32,key60,60,0.1250,4,14.5,16.0,90.6,0.05,0.02,1.96,2.03,2,0,0,108,mixed/ramp
32,key60,60,0.0833,6,14.5,16.0,90.6,0.06,0.02,2.05,2.13,2,0,0,79,mixed/ramp
32,key60,60,0.0625,8,14.7,16.0,91.9,0.06,0.02,2.05,2.13,3,0,0,44,mixed/ramp
50,key60,60,0.5000,1,22.7,25.0,90.8,0.05,0.02,1.91,1.98,5,4,0,707,mixed/ramp
50,key60,60,0.2500,2,22.7,25.0,90.8,0.05,0.02,2.01,2.08,5,2,0,419,mixed/ramp
50,key60,60,0.1667,3,23.0,25.0,92.0,0.05,0.02,1.97,2.04,4,1,0,213,mixed/ramp
50,key60,60,0.1250,4,22.7,25.0,90.8,0.05,0.02,1.91,1.98,5,1,0,134,mixed/ramp
50,key60,60,0.0833,6,22.7,25.0,90.8,0.06,0.02,2.09,2.17,5,0,0,158,mixed/ramp
50,key60,60,0.0625,8,22.7,25.0,90.8,0.06,0.02,2.03,2.11,4,0,0,74,mixed/ramp
75,key60,60,0.5000,1,34.5,37.5,92.0,0.05,0.02,1.92,1.99,7,6,0,895,mixed/ramp
75,key60,60,0.2500,2,34.1,37.5,90.9,0.05,0.02,1.98,2.05,7,3,0,582,mixed/ramp
75,key60,60,0.1667,3,34.1,37.5,90.9,0.05,0.02,2.02,2.09,7,2,0,370,mixed/ramp
75,key60,60,0.1250,4,34.4,37.5,91.7,0.05,0.02,1.97,2.04,7,2,0,225,mixed/ramp
75,key60,60,0.0833,6,33.9,37.5,90.4,0.05,0.02,1.96,2.03,7,1,0,169,mixed/ramp
75,key60,60,0.0625,8,34.0,37.5,90.7,0.06,0.02,2.06,2.14,7,0,0,155,mixed/ramp
100,key60,60,0.5000,1,45.9,50.0,91.8,0.05,0.03,1.95,2.03,10,8,0,1240,mixed/ramp
100,key60,60,0.2500,2,45.4,50.0,90.8,0.05,0.04,1.91,2.00,8,4,0,543,mixed/ramp
100,key60,60,0.1667,3,45.2,50.0,90.4,0.08,0.04,2.07,2.19,9,3,0,613,mixed/ramp
100,key60,60,0.1250,4,45.4,50.0,90.8,0.05,0.02,1.97,2.04,10,2,0,295,mixed/ramp
100,key60,60,0.0833,6,45.3,50.0,90.6,0.12,0.03,1.98,2.13,8,1,0,181,mixed/ramp
100,key60,60,0.0625,8,45.4,50.0,90.8,0.06,0.02,2.13,2.21,9,1,0,227,mixed/ramp
1,key150,150,0.2000,1,0.2,0.2,100.0,0.08,0.02,2.17,2.27,0,0,0,5,none(offered-bound)
1,key150,150,0.1000,2,0.2,0.2,100.0,0.09,0.02,2.51,2.62,0,0,0,3,none(offered-bound)
1,key150,150,0.0667,3,0.2,0.2,100.0,0.13,0.02,2.73,2.88,0,0,0,1,none(offered-bound)
1,key150,150,0.0500,4,0.2,0.2,100.0,0.14,0.02,2.80,2.96,0,0,0,1,none(offered-bound)
4,key150,150,0.2000,1,0.7,0.8,87.5,0.06,0.02,2.09,2.17,0,1,0,24,mixed/ramp
4,key150,150,0.1000,2,0.7,0.8,87.5,0.07,0.02,2.12,2.21,0,0,0,10,mixed/ramp
4,key150,150,0.0667,3,0.7,0.8,87.5,0.07,0.02,2.30,2.39,0,0,0,7,mixed/ramp
4,key150,150,0.0500,4,0.7,0.8,87.5,0.08,0.02,2.36,2.46,0,0,0,6,mixed/ramp
8,key150,150,0.2000,1,1.3,1.6,81.2,0.06,0.02,1.98,2.06,0,0,0,40,mixed/ramp
8,key150,150,0.1000,2,1.3,1.6,81.2,0.06,0.02,2.00,2.08,0,0,0,20,mixed/ramp
8,key150,150,0.0667,3,1.3,1.6,81.2,0.06,0.02,2.18,2.26,0,0,0,16,mixed/ramp
8,key150,150,0.0500,4,1.3,1.6,81.2,0.07,0.03,2.16,2.26,0,0,0,10,mixed/ramp
16,key150,150,0.2000,1,2.6,3.2,81.2,0.06,0.02,1.92,2.00,0,1,0,80,mixed/ramp
16,key150,150,0.1000,2,2.6,3.2,81.2,0.06,0.02,2.08,2.16,0,0,0,48,mixed/ramp
16,key150,150,0.0667,3,2.7,3.2,84.4,0.06,0.02,2.09,2.17,0,0,0,26,mixed/ramp
16,key150,150,0.0500,4,2.6,3.2,81.2,0.06,0.02,2.09,2.17,0,0,0,20,mixed/ramp
32,key150,150,0.2000,1,5.1,6.4,79.7,0.05,0.02,2.02,2.09,2,1,0,192,mixed/ramp
32,key150,150,0.1000,2,5.2,6.4,81.2,0.06,0.02,2.04,2.12,2,0,0,80,mixed/ramp
32,key150,150,0.0667,3,5.1,6.4,79.7,0.06,0.03,1.99,2.08,1,0,0,48,mixed/ramp
32,key150,150,0.0500,4,5.1,6.4,79.7,0.06,0.02,2.19,2.27,2,1,0,55,mixed/ramp
50,key150,150,0.2000,1,8.1,10.0,81.0,0.05,0.10,1.98,2.13,2,2,0,249,mixed/ramp
50,key150,150,0.1000,2,8.0,10.0,80.0,0.05,0.02,1.96,2.03,1,0,0,100,mixed/ramp
50,key150,150,0.0667,3,8.0,10.0,80.0,0.06,0.14,2.14,2.34,2,0,0,116,mixed/ramp
50,key150,150,0.0500,4,8.1,10.0,81.0,0.06,0.02,2.06,2.14,2,1,0,66,mixed/ramp
75,key150,150,0.2000,1,12.0,15.0,80.0,0.17,0.23,1.93,2.33,3,4,0,288,mixed/ramp
75,key150,150,0.1000,2,12.0,15.0,80.0,0.21,0.02,2.12,2.35,3,0,0,262,mixed/ramp
75,key150,150,0.0667,3,12.2,15.0,81.3,0.22,0.34,2.11,2.67,4,0,0,148,mixed/ramp
75,key150,150,0.0500,4,12.0,15.0,80.0,0.29,0.02,2.01,2.32,3,0,0,68,mixed/ramp
100,key150,150,0.2000,1,15.9,20.0,79.5,0.46,0.37,2.15,2.98,5,1,0,701,mixed/ramp
100,key150,150,0.1000,2,16.2,20.0,81.0,0.72,0.06,2.07,2.85,4,2,0,305,mixed/ramp
100,key150,150,0.0667,3,16.0,20.0,80.0,0.44,0.35,2.00,2.79,5,0,0,128,mixed/ramp
100,key150,150,0.0500,4,16.0,20.0,80.0,0.57,0.04,2.18,2.79,5,0,0,167,mixed/ramp
